"site_id","indicator","framework","scenario","raw_value","score"
"B10GORA","RSr","TIGA_rural","revised_full_untrimmed",3.54709678370144,1
"B10GORS","RSr","TIGA_rural","revised_full_untrimmed",5.99996343277491,2
"B10THLA","RSr","TIGA_rural","revised_full_untrimmed",8.99069639768162,4
"B10THLT","RSr","TIGA_rural","revised_full_untrimmed",12.8790411819595,5
"B10THTR","RSr","TIGA_rural","revised_full_untrimmed",11.9983426509358,5
"B10THTS","RSr","TIGA_rural","revised_full_untrimmed",9.99535556235837,5
"B10YVGC","RSr","TIGA_rural","revised_full_untrimmed",4.99999994553415,2
"B10YVPP","RSr","TIGA_rural","revised_full_untrimmed",4,2
"B10YVSI","RSr","TIGA_rural","revised_full_untrimmed",2.99999999999999,1
"B10YVSII","RSr","TIGA_rural","revised_full_untrimmed",5.99999315079364,2
"B10YVSIII","RSr","TIGA_rural","revised_full_untrimmed",0,1
"B10YVSIV","RSr","TIGA_rural","revised_full_untrimmed",8.92318471557118,4
"B09BIO","Shannon","TIGA_rural","revised_full_untrimmed",1.22207116334987,2
"B09DUB","Shannon","TIGA_rural","revised_full_untrimmed",1.55628991332893,3
"B09FUM","Shannon","TIGA_rural","revised_full_untrimmed",1.60786408099892,4
"B09M103C","Shannon","TIGA_rural","revised_full_untrimmed",1.59609186253755,4
"B09M117C","Shannon","TIGA_rural","revised_full_untrimmed",1.68972252521473,4
"B09MTEC","Shannon","TIGA_rural","revised_full_untrimmed",0.637617431479338,1
"B09OMR","Shannon","TIGA_rural","revised_full_untrimmed",0.673194708883317,1
"B09TEM","Shannon","TIGA_rural","revised_full_untrimmed",0.998725543708591,1
"B10AUPTé","Shannon","TIGA_rural","revised_full_untrimmed",0.86966488069994,1
"B10G0ES","Shannon","TIGA_rural","revised_full_untrimmed",0.682891499584426,1
"B10GOBA","Shannon","TIGA_rural","revised_full_untrimmed",1.22561086375945,2
"B10GOBS","Shannon","TIGA_rural","revised_full_untrimmed",0.960514920306954,1
"B10GOEA","Shannon","TIGA_rural","revised_full_untrimmed",1.20309094261505,2
"B10GOES","Shannon","TIGA_rural","revised_full_untrimmed",1.0565040742084,2
"B10GORA","Shannon","TIGA_rural","revised_full_untrimmed",0.0796784080399137,1
"B10GORS","Shannon","TIGA_rural","revised_full_untrimmed",0.756068861171335,1
"B10THLA","Shannon","TIGA_rural","revised_full_untrimmed",1.73836813632842,4
"B10THLT","Shannon","TIGA_rural","revised_full_untrimmed",1.87441224712146,5
"B10THTR","Shannon","TIGA_rural","revised_full_untrimmed",1.63049403149526,4
"B10THTS","Shannon","TIGA_rural","revised_full_untrimmed",1.7940033606637,5
"B10YVGC","Shannon","TIGA_rural","revised_full_untrimmed",1.29383417214441,2
"B10YVPP","Shannon","TIGA_rural","revised_full_untrimmed",1.33123212785543,2
"B10YVSI","Shannon","TIGA_rural","revised_full_untrimmed",0.875983356518112,1
"B10YVSII","Shannon","TIGA_rural","revised_full_untrimmed",1.41128626713029,3
"B10YVSIII","Shannon","TIGA_rural","revised_full_untrimmed",0,1
"B10YVSIV","Shannon","TIGA_rural","revised_full_untrimmed",1.5429544378088,3
"B09BIO","Pielou","TIGA_rural","revised_full_untrimmed",0.88153800348913,4
"B09DUB","Pielou","TIGA_rural","revised_full_untrimmed",0.74841732922383,2
"B09FUM","Pielou","TIGA_rural","revised_full_untrimmed",0.897366029655551,4
"B09M103C","Pielou","TIGA_rural","revised_full_untrimmed",0.684068363804614,1
"B09M117C","Pielou","TIGA_rural","revised_full_untrimmed",0.812584769299305,3
"B09MTEC","Pielou","TIGA_rural","revised_full_untrimmed",0.580384397713543,1
"B09OMR","Pielou","TIGA_rural","revised_full_untrimmed",0.97121466805865,5
"B09TEM","Pielou","TIGA_rural","revised_full_untrimmed",0.557399338992427,1
"B10AUPTé","Pielou","TIGA_rural","revised_full_untrimmed",0.54035799811343,1
"B10G0ES","Pielou","TIGA_rural","revised_full_untrimmed",0.98520417991568,5
"B10GOBA","Pielou","TIGA_rural","revised_full_untrimmed",0.614210964829815,1
"B10GOBS","Pielou","TIGA_rural","revised_full_untrimmed",0.596827798372612,1
"B10GOEA","Pielou","TIGA_rural","revised_full_untrimmed",0.618286081719218,1
"B10GOES","Pielou","TIGA_rural","revised_full_untrimmed",0.500788250926202,1
"B10GORA","Pielou","TIGA_rural","revised_full_untrimmed",0.0629306958436919,0
"B10GORS","Pielou","TIGA_rural","revised_full_untrimmed",0.421971501133495,1
"B10THLA","Pielou","TIGA_rural","revised_full_untrimmed",0.791538023433503,3
"B10THLT","Pielou","TIGA_rural","revised_full_untrimmed",0.733452540145104,2
"B10THTR","Pielou","TIGA_rural","revised_full_untrimmed",0.656195542254709,1
"B10THTS","Pielou","TIGA_rural","revised_full_untrimmed",0.779282982122881,2
"B10YVGC","Pielou","TIGA_rural","revised_full_untrimmed",0.803904376121411,3
"B10YVPP","Pielou","TIGA_rural","revised_full_untrimmed",0.960280994564546,5
"B10YVSI","Pielou","TIGA_rural","revised_full_untrimmed",0.79735441297503,3
"B10YVSII","Pielou","TIGA_rural","revised_full_untrimmed",0.787654364608086,3
"B10YVSIII","Pielou","TIGA_rural","revised_full_untrimmed",,
"B10YVSIV","Pielou","TIGA_rural","revised_full_untrimmed",0.704979043549862,2
"B09BIO","ab","TIGA_rural","revised_full_untrimmed",1415,2
"B09DUB","ab","TIGA_rural","revised_full_untrimmed",3270,3
"B09FUM","ab","TIGA_rural","revised_full_untrimmed",971,1
"B09M103C","ab","TIGA_rural","revised_full_untrimmed",28650,5
"B09M117C","ab","TIGA_rural","revised_full_untrimmed",2386,2
"B09MTEC","ab","TIGA_rural","revised_full_untrimmed",883,1
"B09OMR","ab","TIGA_rural","revised_full_untrimmed",442,1
"B09TEM","ab","TIGA_rural","revised_full_untrimmed",2563,2
"B10AUPTé","ab","TIGA_rural","revised_full_untrimmed",4863,4
"B10G0ES","ab","TIGA_rural","revised_full_untrimmed",2476,2
"B10GOBA","ab","TIGA_rural","revised_full_untrimmed",27766,5
"B10GOBS","ab","TIGA_rural","revised_full_untrimmed",5836,4
"B10GOEA","ab","TIGA_rural","revised_full_untrimmed",10347,5
"B10GOES","ab","TIGA_rural","revised_full_untrimmed",40444,5
"B10GORA","ab","TIGA_rural","revised_full_untrimmed",35727,5
"B10GORS","ab","TIGA_rural","revised_full_untrimmed",4332,3
"B10THLA","ab","TIGA_rural","revised_full_untrimmed",8489,5
"B10THLT","ab","TIGA_rural","revised_full_untrimmed",12822,5
"B10THTR","ab","TIGA_rural","revised_full_untrimmed",5568,4
"B10THTS","ab","TIGA_rural","revised_full_untrimmed",7161,5
"B10YVGC","ab","TIGA_rural","revised_full_untrimmed",2828,3
"B10YVPP","ab","TIGA_rural","revised_full_untrimmed",441,1
"B10YVSI","ab","TIGA_rural","revised_full_untrimmed",4509,4
"B10YVSII","ab","TIGA_rural","revised_full_untrimmed",7782,5
"B10YVSIII","ab","TIGA_rural","revised_full_untrimmed",88,1
"B10YVSIV","ab","TIGA_rural","revised_full_untrimmed",13794,5
