"xmin","xmax","score"
-6,-4.26489079392283,"0"
-4.26489079392283,-0.841621233572914,"1"
-0.841621233572914,-0.2533471031358,"2"
-0.2533471031358,0.2533471031358,"3"
0.2533471031358,0.841621233572914,"4"
0.841621233572914,4.26489079392384,"5"
4.26489079392384,6,"6"
