"framework","Site","longitude","latitude"
"RMQS_Biodiversite","RMQS_2024_ARLES_2076",4.50250101102574,43.6487932757976
"RMQS_Biodiversite","RMQS_2024_AUCELON_1768",5.34894544254264,44.6346263421969
"RMQS_Biodiversite","RMQS_2024_AULUS-LES-BAINS_2276",1.34712195396423,42.8033485412598
"RMQS_Biodiversite","RMQS_2024_AURIERES_1464",2.94301610784092,45.6779077470276
"RMQS_Biodiversite","RMQS_2024_AUXERRE_805",3.60554545922775,47.836519711785
"RMQS_Biodiversite","RMQS_2024_AUZON_1549",3.34517713570663,45.3911047765517
"RMQS_Biodiversite","RMQS_2024_AVESNES-EN-SAOSNOIS_620",0.383482346651963,48.2601626337537
"RMQS_Biodiversite","RMQS_2024_BEDEE_609",-1.9822890094208,48.1951376535824
"RMQS_Biodiversite","RMQS_2024_BELCASTEL_1837",2.32434462405189,44.3889199310117
"RMQS_Biodiversite","RMQS_2024_BELMONT-SUR-RANCE_2021",2.72179965795729,43.8125780995336
"RMQS_Biodiversite","RMQS_2024_BELVAL-SOUS-CHATILLON_288",3.85678097784408,49.1281765661728
"RMQS_Biodiversite","RMQS_2024_BENGY-SUR-CRAON_1090",2.74851568722079,46.9826323289556
"RMQS_Biodiversite","RMQS_2024_BREGNIER-CORDON_1477",5.61003921649128,45.6401693491095
"RMQS_Biodiversite","RMQS_2024_BUSSY-LETTREE_400",4.28350622064533,48.8342724406152
"RMQS_Biodiversite","RMQS_2024_CAIRANNE_1893",4.92701588816509,44.2166800911093
"RMQS_Biodiversite","RMQS_2024_CALES_1706",1.51554524633862,44.8178511311097
"RMQS_Biodiversite","RMQS_2024_CASTELNAU-MONTRATIER_1875",1.32315689391354,44.2406504349493
"RMQS_Biodiversite","RMQS_2024_CHENS-SUR-LEMAN_1274",6.28092715602017,46.3317772191028
"RMQS_Biodiversite","RMQS_2024_CRECY-SUR-SERRE_137",3.65039504410087,49.7054460263859
"RMQS_Biodiversite","RMQS_2024_DAHLENHEIM_476",7.53207205813478,48.5925618400509
"RMQS_Biodiversite","RMQS_2024_DREVANT_1174",2.53499704476721,46.6928659613774
"RMQS_Biodiversite","RMQS_2024_EVENOS_2205",5.85371529787471,43.1807256825456
"RMQS_Biodiversite","RMQS_2024_EYZERAC_1537",0.892398066995418,45.3884443655317
"RMQS_Biodiversite","RMQS_2024_FESTES-ET-SAINT-ANDRE_2257",2.12771511077881,42.9518241882324
"RMQS_Biodiversite","RMQS_2024_GOUTZ_2011",0.738134796235499,43.7995981085167
"RMQS_Biodiversite","RMQS_2024_GREZET-CAVAGNAN_1826",0.117461238742218,44.3664478290357
"RMQS_Biodiversite","RMQS_2024_ILE-D'ARZ_827",-2.81158007345027,47.5911205616326
"RMQS_Biodiversite","RMQS_2024_ILLOUD_644",5.55313038104552,48.230551833153
"RMQS_Biodiversite","RMQS_2024_LA PLAINE_1030",-0.625406540946352,47.0848050528202
"RMQS_Biodiversite","RMQS_2024_LA TAGNIERE_1141",4.21101505944702,46.8204597659373
"RMQS_Biodiversite","RMQS_2024_LA-TRANCHE-SUR-MER_1237",-1.40321679085194,46.3506497510169
"RMQS_Biodiversite","RMQS_2024_LAGOS_2182",-0.231911972629328,43.2099108298878
"RMQS_Biodiversite","RMQS_2024_LANTON_1694",-0.907607097076179,44.7733595204167
"RMQS_Biodiversite","RMQS_2024_LAURIS_2034",5.30087879165883,43.7733624323249
"RMQS_Biodiversite","RMQS_2024_LE MAS_1996",6.90327394449335,43.8563416618755
"RMQS_Biodiversite","RMQS_2024_LE PEAGE-DE-ROUSILLON_1556",4.77475157668675,45.3690149100078
"RMQS_Biodiversite","RMQS_2024_LE PERIER_1686",5.96937133617335,44.9048619493119
"RMQS_Biodiversite","RMQS_2024_LES COMBES_1064",6.53783195380408,47.0487852584465
"RMQS_Biodiversite","RMQS_2024_LESCAR_2142",-0.43419743028047,43.346012905165
"RMQS_Biodiversite","RMQS_2024_LEVONCOURT_926",7.20806698950873,47.4531196404966
"RMQS_Biodiversite","RMQS_2024_LINTOT_152",0.555290562591357,49.5559367282316
"RMQS_Biodiversite","RMQS_2024_LOSNE_1058",5.27350873305645,47.0870418392033
"RMQS_Biodiversite","RMQS_2024_MAISONCELLES-DU-MAINE_730",-0.676113973755391,47.9484894161672
"RMQS_Biodiversite","RMQS_2024_MALTAT_1180",3.78802433819848,46.6825057220501
"RMQS_Biodiversite","RMQS_2024_MAZERAY_1366",-0.567270869874808,45.9346254946214
"RMQS_Biodiversite","RMQS_2024_MENERVAL_157",1.6591608703299,49.5671766642783
"RMQS_Biodiversite","RMQS_2024_MERCY-LE-HAUT_215",5.84561377272516,49.3740703250416
"RMQS_Biodiversite","RMQS_2024_MEZERAY_788",-0.027466457254098,47.8193557784935
"RMQS_Biodiversite","RMQS_2024_MONTJUSTIN-ET-VELOTTE_870",6.37142360891853,47.6294797750949
"RMQS_Biodiversite","RMQS_2024_PARIS_391",2.33579524769974,48.844838275277
"RMQS_Biodiversite","RMQS_2024_PLASSAC-ROUFFIAC_1491",0.0710220240044624,45.5173490694814
"RMQS_Biodiversite","RMQS_2024_PONT-SUR-YONNE_633",3.18548869500691,48.2742531650272
"RMQS_Biodiversite","RMQS_2024_PORTA_2312",1.73446702957153,42.5280876159668
"RMQS_Biodiversite","RMQS_2024_PUIMOISSON_1992",6.10461897406734,43.8921670756657
"RMQS_Biodiversite","RMQS_2024_QUINTILLAN_2260",2.7153799533844,42.949275970459
"RMQS_Biodiversite","RMQS_2024_SAINT-FRONT_1677",4.14437731617619,44.9465981199809
"RMQS_Biodiversite","RMQS_2024_SAINT-LAURENT-DES-BATONS_1660",0.70364058861398,44.9526610124959
"RMQS_Biodiversite","RMQS_2024_SAINT-MARTIN-DE-LANSUSCLE_1887",3.7226445983764,44.2375443985216
"RMQS_Biodiversite","RMQS_2024_SAINT-MAURICE-DES-LIONS_1372",0.672536029377586,45.9598382118547
"RMQS_Biodiversite","RMQS_2024_SAINT-PIERRE-DE-MAILLE_1166",0.860928957263222,46.6834260740623
"RMQS_Biodiversite","RMQS_2024_SAINTE-MARGUERITE-D'ELLE_223",-0.971023266931689,49.2362523222868
"RMQS_Biodiversite","RMQS_2024_SAIZERAIS_408",6.02441183229234,48.7932010535351
"RMQS_Biodiversite","RMQS_2024_SAVIGNY-SUR-BRAYE_792",0.826715632239393,47.8334896790882
"RMQS_Biodiversite","RMQS_2024_SOUVIGNE_1243",-0.172179021232904,46.3766366548151
"RMQS_Biodiversite","RMQS_2024_SUIPPES_291",4.51525817503008,49.1161109411299
"RMQS_Biodiversite","RMQS_2024_TRIZAC_1587",2.52555216920108,45.2538548457955
"RMQS_Biodiversite","RMQS_2024_VITRY-EN-MONTAGNE_812",5.10079251722604,47.8106367801133
"RMQS_Biodiversite","RMQS_2024_VONNAS_1310",5.02443580687463,46.228868438387
"RMQS_Biodiversite","35",1.87296682604827,50.4300584069155
"RMQS_Biodiversite","69",3.66325634540751,50.1365687339734
"RMQS_Biodiversite","83",2.99108784915001,49.9983835532525
"RMQS_Biodiversite","165",3.42743370535925,49.5641987393674
"RMQS_Biodiversite","227",-0.0933946739541355,49.2570730241652
"RMQS_Biodiversite","231",0.784921412657596,49.2716407659471
"RMQS_Biodiversite","395",3.19445684902454,48.8472598800423
"RMQS_Biodiversite","581",4.69938355952997,48.3952244625233
"RMQS_Biodiversite","605",-2.84157262078275,48.1609484213974
"RMQS_Biodiversite","665",-2.39932999343919,48.0354939941889
"RMQS_Biodiversite","684",1.67835846559393,48.1293129607976
"RMQS_Biodiversite","778",-2.16062444302297,47.7566559738226
"RMQS_Biodiversite","797",1.89567645472476,47.842558300406
"RMQS_Biodiversite","1010",4.64856600262129,47.2445916794007
"RMQS_Biodiversite","1096",4.00566175415003,46.9677465881589
"RMQS_Biodiversite","1150",6.09613174702238,46.7741853116964
"RMQS_Biodiversite","1158",-0.812807198893418,46.6485257123228
"RMQS_Biodiversite","1544",2.32377723578518,45.3964516831683
"RMQS_Biodiversite","1606",6.39565347796348,45.178425618188
"RMQS_Biodiversite","1716",3.53702552568002,44.8142359541788
"RMQS_Biodiversite","1961",-0.0646614475812049,43.9309516487008
"RMQS_Biodiversite","2035",5.50042109504388,43.7675277909496
"RMQS_Biodiversite","2043",7.08532222770996,43.7096480488876
"RMQS_Biodiversite","2271",0.373079227819483,42.7891597901176
"RMQS_Biodiversite","2284",2.90989261617502,42.8057152307726
"RMQS_Biodiversite","2304",2.90847522364071,42.6620252526446
"RMQS_Biodiversite","2322",8.91207637271227,42.3159055199833
"RMQS_Biodiversite","2341",9.07177012068534,42.0175796641402
"RMQS_BioDiv_Bretagne","312",-3.13081814774126,48.8687423766164
"RMQS_BioDiv_Bretagne","362",-4.41519071007624,48.6583547811806
"RMQS_BioDiv_Bretagne","363",-4.19884770928477,48.6704984340169
"RMQS_BioDiv_Bretagne","364",-3.9824053242029,48.6822463371782
"RMQS_BioDiv_Bretagne","365",-3.76586698201506,48.6935987642495
"RMQS_BioDiv_Bretagne","366",-3.5492355344941,48.7045557596518
"RMQS_BioDiv_Bretagne","368",-3.11570959555452,48.7252843150254
"RMQS_BioDiv_Bretagne","418",-5.04324580144651,48.476359270718
"RMQS_BioDiv_Bretagne","420",-4.61226392199721,48.5025497833793
"RMQS_BioDiv_Bretagne","421",-4.39661313455482,48.5150553664537
"RMQS_BioDiv_Bretagne","422",-4.18086038393732,48.527166959649
"RMQS_BioDiv_Bretagne","423",-3.9650089388238,48.5388839321289
